x,y
0.0,0.0
0.005008281076943427,0.0
0.010016562153886854,0.0
0.015024843230830282,0.0
0.02003312430777371,0.0
0.025041405384717136,0.0
0.030049686461660563,0.0
0.03505796753860399,0.0
0.04006624861554742,0.0
0.045074529692490845,0.0
0.05008281076943427,0.0
0.0550910918463777,0.0
0.060099372923321126,0.0
0.06510765400026455,0.0
0.07011593507720798,0.0
0.07512421615415141,0.0
0.08013249723109483,0.0
0.08514077830803826,0.0
0.09014905938498169,0.0
0.09515734046192512,0.0
0.10016562153886854,0.0
0.10517390261581197,0.0
0.1101821836927554,0.0
0.11519046476969882,0.0
0.12019874584664225,0.0
0.12520702692358568,0.0
0.1302153080005291,0.0
0.13522358907747253,0.0
0.14023187015441596,0.0
0.1452401512313594,0.0
0.15024843230830282,0.0
0.15525671338524624,0.0
0.16026499446218967,0.0
0.1652732755391331,0.0
0.17028155661607652,0.0
0.17528983769301995,0.0
0.18029811876996338,0.0
0.1853063998469068,0.0
0.19031468092385023,0.0
0.19532296200079366,0.0
0.2003312430777371,0.0
0.20533952415468051,0.0
0.21034780523162394,0.0
0.21535608630856737,0.0
0.2203643673855108,0.0
0.22537264846245422,0.0
0.23038092953939765,0.0
0.23538921061634108,0.0
0.2403974916932845,0.0
0.24540577277022793,0.0
0.25041405384717136,0.0
0.2554223349241148,0.0
0.2604306160010582,0.0
0.2654388970780016,0.0
0.27044717815494507,0.0
0.2754554592318885,0.0
0.2804637403088319,0.0
0.2854720213857753,0.0
0.2904803024627188,0.0
0.29548858353966223,0.0
0.30049686461660563,0.0
0.30550514569354903,0.0
0.3105134267704925,0.0
0.31552170784743594,0.0
0.32052998892437934,0.0
0.32553827000132274,0.0
0.3305465510782662,0.0
0.33555483215520965,0.0
0.34056311323215305,0.0
0.34557139430909645,0.0
0.3505796753860399,0.0
0.35558795646298336,0.0
0.36059623753992676,0.0
0.36560451861687016,0.0
0.3706127996938136,0.0
0.37562108077075707,0.0
0.38062936184770046,0.0
0.38563764292464386,0.0
0.3906459240015873,0.0
0.3956542050785308,0.0
0.4006624861554742,0.0
0.4056707672324176,0.0
0.41067904830936103,0.0
0.4156873293863045,0.0
0.4206956104632479,0.0
0.4257038915401913,0.0
0.43071217261713474,0.0
0.4357204536940782,0.0
0.4407287347710216,0.0
0.445737015847965,0.0
0.45074529692490845,0.0
0.4557535780018519,0.0
0.4607618590787953,0.0
0.4657701401557387,0.0
0.47077842123268215,0.0
0.4757867023096256,0.0
0.480794983386569,0.0
0.4858032644635124,0.0
0.49081154554045586,0.0
0.4958198266173993,0.0
0.5008281076943427,0.0
0.5058363887712861,0.0
0.5108446698482296,0.0
0.515852950925173,0.0
0.5208612320021164,0.0
0.5258695130790598,0.0
0.5308777941560032,0.0
0.5358860752329467,0.0
0.5408943563098901,0.0
0.5459026373868335,0.0
0.550910918463777,0.0
0.5559191995407204,0.0
0.5609274806176638,0.0
0.5659357616946072,0.0
0.5709440427715506,0.0
0.5759523238484942,0.0
0.5809606049254376,0.0
0.585968886002381,0.0
0.5909771670793245,0.0
0.5959854481562679,0.0
0.6009937292332113,0.0
0.6060020103101547,0.0
0.6110102913870981,0.0
0.6160185724640416,0.0
0.621026853540985,0.0
0.6260351346179284,0.0
0.6310434156948719,0.0
0.6360516967718153,0.0
0.6410599778487587,0.0
0.6460682589257021,0.0
0.6510765400026455,0.0
0.656084821079589,0.0
0.6610931021565324,0.0
0.6661013832334758,0.0
0.6711096643104193,0.0
0.6761179453873627,0.0
0.6811262264643061,0.0
0.6861345075412495,0.0
0.6911427886181929,0.0
0.6961510696951364,0.0
0.7011593507720798,0.0
0.7061676318490232,0.0
0.7111759129259667,0.0
0.7161841940029101,0.0
0.7211924750798535,0.0
0.7262007561567969,0.0
0.7312090372337403,0.0
0.7362173183106838,0.0
0.7412255993876272,0.0
0.7462338804645706,0.0
0.7512421615415141,0.0
0.7562504426184575,0.0
0.7612587236954009,0.0
0.7662670047723443,0.0
0.7712752858492877,0.0
0.7762835669262312,0.0
0.7812918480031746,0.0
0.786300129080118,0.0
0.7913084101570615,0.0
0.796316691234005,0.0
0.8013249723109483,0.0
0.8063332533878917,0.0
0.8113415344648351,0.0
0.8163498155417787,0.0
0.8213580966187221,0.0
0.8263663776956655,0.0
0.831374658772609,0.0
0.8363829398495524,0.0
0.8413912209264958,0.0
0.8463995020034392,0.0
0.8514077830803826,0.0
0.8564160641573261,0.0
0.8614243452342695,0.0
0.8664326263112129,0.0
0.8714409073881564,0.0
0.8764491884650998,0.0
0.8814574695420432,0.0
0.8864657506189866,0.0
0.89147403169593,0.0
